Institute,Academic Program Name,Quota,Seat Type,Gender,Opening_R1,Closing_R1,Opening_R2,Closing_R2,Opening_R3,Closing_R3,Opening_R4,Closing_R4,Opening_R5,Closing_R5,Opening_R6,Closing_R6
"Birla Institute of Technology, Deoghar Off-Campus","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,51550,83196,66313,95523,71807,104254,71807,106123,71807,106444,73831,113577
"Birla Institute of Technology, Deoghar Off-Campus","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,3517,3517,,,,,,,,,,
"Birla Institute of Technology, Deoghar Off-Campus","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,13456,19214,17005,22156,17005,24974,17005,24974,21014,25522,21014,26630
"Birla Institute of Technology, Deoghar Off-Campus","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,7570,12885,9357,25137,9357,35686,9357,41708,9357,34523,9357,34523
"Birla Institute of Technology, Deoghar Off-Campus","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,8011,8844,9213,9757,9213,10070,9213,10070,9213,10070,10281,10376
"Birla Institute of Technology, Deoghar Off-Campus","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,17151,19015,18926,21120,19015,22691,20160,22945,21014,23041,21014,25052
"Birla Institute of Technology, Deoghar Off-Campus","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,1465,1465,,,,,,,,,,
"Birla Institute of Technology, Deoghar Off-Campus","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),52108,56686,63756,66173,64824,67724,66329,67724,66329,67724,67482,68715
"Birla Institute of Technology, Deoghar Off-Campus","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,39192,56684,52014,61726,55597,62513,55597,63520,55597,64514,56684,68479
"Birla Institute of Technology, Deoghar Off-Campus","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,1696,1696,,,,,,,,,,
"Birla Institute of Technology, Deoghar Off-Campus","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,9153,10463,10557,11442,10557,11952,10557,11952,10557,11952,10557,11952
"Birla Institute of Technology, Deoghar Off-Campus","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,5110,5200,5321,5907,6024,6204,6199,6247,6199,6247,6199,6493
"Birla Institute of Technology, Deoghar Off-Campus","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,15601,19202,20153,20553,21061,22563,22563,23183,24888,26818,25549,27594
"Birla Institute of Technology, Deoghar Off-Campus","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),92865,108276,92865,114510,92865,114689,92865,120995,92865,133600,92865,138829
"Birla Institute of Technology, Deoghar Off-Campus","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,65508,99408,104429,114689,115356,124523,115356,129471,115356,137091,115356,144484
"Birla Institute of Technology, Deoghar Off-Campus","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,20291,22156,24931,26628,24931,28056,24931,29098,24931,29840,24931,31323
"Birla Institute of Technology, Deoghar Off-Campus","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,9085,17508,15410,37125,15410,46744,15410,15410,15410,15410,15410,15410
"Birla Institute of Technology, Deoghar Off-Campus","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,7759,8012,8864,9469,8864,9629,9346,9919,9346,9919,9434,10278
"Birla Institute of Technology, Deoghar Off-Campus","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,18775,19756,19321,21677,20454,22405,20679,22624,20679,22718,20679,23232
"Birla Institute of Technology, Deoghar Off-Campus","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,1740,1740,,,,,,,,,,
"Birla Institute of Technology, Deoghar Off-Campus","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),50695,55572,55572,63115,62995,63756,62995,63756,63373,64824,63756,66733
"Birla Institute of Technology, Deoghar Off-Campus","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,44338,55073,53750,61107,58710,62268,58710,62547,58710,62547,58997,66125
"Birla Institute of Technology, Deoghar Off-Campus","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,3847,3847,,,,,,,,,,
"Birla Institute of Technology, Deoghar Off-Campus","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,10439,11018,11207,12184,11524,12405,11524,12771,11524,12771,11524,12956
"Birla Institute of Technology, Deoghar Off-Campus","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,5012,5130,5888,6114,5888,6225,5888,6225,5888,6445,5888,6445
"Birla Institute of Technology, Deoghar Off-Campus","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,17262,18523,17262,19245,18842,20244,18842,21606,18842,22563,20244,22884
"Birla Institute of Technology, Deoghar Off-Campus","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),92531,94505,109918,114061,120593,127946,120593,130335,120593,133232,143194,147287
"Birla Institute of Technology, Deoghar Off-Campus","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,86399,92107,91331,103375,91331,117036,91331,118037,91331,124523,91677,133575
"Birla Institute of Technology, Deoghar Off-Campus","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,19444,21240,22259,24617,26582,27049,26582,27049,26582,27049,27049,29840
"Birla Institute of Technology, Deoghar Off-Campus","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,10854,23711,33848,42858,,,,,,,,
"Birla Institute of Technology, Deoghar Off-Campus","Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,8951,9390,9749,9762,9749,9919,10281,11069,10281,11069,11069,11218
"Birla Institute of Technology, Deoghar Off-Campus","Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,18312,20910,21137,22994,23106,24413,23106,24413,23106,24413,24413,26484
"Birla Institute of Technology, Deoghar Off-Campus","Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),62889,62889,70086,70086,70086,70086,70086,70086,70086,70086,76206,76206
"Birla Institute of Technology, Deoghar Off-Campus","Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,47617,59607,60630,64285,60630,66982,60630,68567,60972,70172,60972,73343
"Birla Institute of Technology, Deoghar Off-Campus","Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,11108,11171,11270,12009,11270,12009,11270,12009,11270,12009,12009,12704
"Birla Institute of Technology, Deoghar Off-Campus","Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,5462,5712,6515,6536,6576,6705,6576,6705,6576,6705,6576,6705
"Birla Institute of Technology, Deoghar Off-Campus","Mechanical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,18092,18440,18440,19779,18440,20398,23397,24352,24657,26869,28021,28039
"Birla Institute of Technology, Deoghar Off-Campus","Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),100658,113306,116985,117011,141497,143194,143194,143735,143194,144300,144300,153471
"Birla Institute of Technology, Deoghar Off-Campus","Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,96295,101643,96295,115842,96295,125236,96295,129676,96295,138712,96295,146293
"Birla Institute of Technology, Deoghar Off-Campus","Mechanical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,22182,22259,22342,26807,28566,28679,29104,29840,29104,30159,29104,33268
"Birla Institute of Technology, Deoghar Off-Campus","Mechanical Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,16280,16888,20165,23597,32874,43156,32874,43554,32874,32874,32874,32874
"Birla Institute of Technology, Mesra, Ranchi","Architecture (5 Years, Bachelor of Architecture)",AI,EWS,Gender-Neutral,265,265,280,280,297,297,353,353,353,353,353,353
"Birla Institute of Technology, Mesra, Ranchi","Architecture (5 Years, Bachelor of Architecture)",AI,OBC-NCL,Gender-Neutral,371,438,451,478,451,494,451,494,451,494,451,571
"Birla Institute of Technology, Mesra, Ranchi","Architecture (5 Years, Bachelor of Architecture)",AI,OPEN,Gender-Neutral,506,648,586,809,586,910,586,918,586,1014,586,1016
"Birla Institute of Technology, Mesra, Ranchi","Architecture (5 Years, Bachelor of Architecture)",AI,SC,Gender-Neutral,188,206,263,269,271,279,279,327,279,327,327,341
"Birla Institute of Technology, Mesra, Ranchi","Architecture (5 Years, Bachelor of Architecture)",AI,ST,Gender-Neutral,56,56,56,56,56,56,56,56,56,56,172,172
"Birla Institute of Technology, Mesra, Ranchi","Architecture (5 Years, Bachelor of Architecture)",HS,EWS,Gender-Neutral,1169,1169,1169,1169,1169,1169,1169,1169,1169,1169,1169,1169
"Birla Institute of Technology, Mesra, Ranchi","Architecture (5 Years, Bachelor of Architecture)",HS,OPEN,Gender-Neutral,867,1527,1527,2236,1527,3038,1527,3333,1527,3406,1527,3690
"Birla Institute of Technology, Mesra, Ranchi","Architecture (5 Years, Bachelor of Architecture)",HS,SC,Gender-Neutral,1292,1292,1319,1319,1319,1319,1319,1319,1319,1319,1319,1319
"Birla Institute of Technology, Mesra, Ranchi","Architecture (5 Years, Bachelor of Architecture)",HS,ST,Gender-Neutral,201,285,201,318,201,318,201,318,201,318,201,318
"Birla Institute of Technology, Mesra, Ranchi","Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,2616,3258,2616,3291,2616,3291,2616,3291,2616,3291,3402,3651
"Birla Institute of Technology, Mesra, Ranchi","Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,7324,8080,7881,8241,7881,8241,7881,8241,7881,8241,7976,8528
"Birla Institute of Technology, Mesra, Ranchi","Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,578,578,1058,1058,1735,1735,1735,1735,1735,1735,1735,1735
"Birla Institute of Technology, Mesra, Ranchi","Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),26734,28439,28928,29608,28928,29608,28928,30228,28928,30228,28968,31292
"Birla Institute of Technology, Mesra, Ranchi","Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,16494,18212,16851,19027,16851,19027,17179,19181,17179,19181,18061,20008
"Birla Institute of Technology, Mesra, Ranchi","Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,567,567,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
"Birla Institute of Technology, Mesra, Ranchi","Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,2332,5686,2332,6504,2332,6975,6317,6988,6317,6988,6317,6988
"Birla Institute of Technology, Mesra, Ranchi","Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,1433,2984,3058,3251,3058,3422,3058,3422,3058,3422,3078,3602
"Birla Institute of Technology, Mesra, Ranchi","Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,6663,6743,7452,7524,7452,7524,7452,7524,7452,7524,7524,7559
"Birla Institute of Technology, Mesra, Ranchi","Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),42703,47214,42703,53742,42703,56359,42703,56359,42703,56359,42703,56359
"Birla Institute of Technology, Mesra, Ranchi","Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,29200,34355,31836,34822,31836,34822,31836,34822,31940,35188,32661,37238
"Birla Institute of Technology, Mesra, Ranchi","Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,1058,1058,1322,1322,1322,1322,1322,1322,1322,1322,1322,1322
"Birla Institute of Technology, Mesra, Ranchi","Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,9766,10115,9766,11296,9766,11296,9766,11296,9766,11296,9766,11296
"Birla Institute of Technology, Mesra, Ranchi","Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,3602,7998,3602,8993,3602,8993,3602,9098,3602,9098,8230,12245
"Birla Institute of Technology, Mesra, Ranchi","Bio Technology (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,8265,8391,8604,8842,8604,8842,8604,8842,8604,8842,8604,8842
"Birla Institute of Technology, Mesra, Ranchi","Bio Technology (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,14569,15947,15904,19615,19283,19929,19283,20543,19283,20543,20442,21336
"Birla Institute of Technology, Mesra, Ranchi","Bio Technology (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),39577,39577,52616,52616,56476,56476,61439,61439,63804,63804,64019,64019
"Birla Institute of Technology, Mesra, Ranchi","Bio Technology (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,37534,46939,44586,52339,44586,53621,44586,53621,44586,54300,44586,59086
"Birla Institute of Technology, Mesra, Ranchi","Bio Technology (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,2889,2889,3137,3137,,,,,,,,
"Birla Institute of Technology, Mesra, Ranchi","Bio Technology (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,8396,9657,8396,10352,8396,11112,8396,11112,8396,11112,8396,11173
"Birla Institute of Technology, Mesra, Ranchi","Bio Technology (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,4899,4899,4899,4899,4899,4899,4899,4899,4899,4899,4899,4899
"Birla Institute of Technology, Mesra, Ranchi","Bio Technology (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,12857,15011,15011,17012,15011,17147,15011,17147,15011,17147,17147,17894
"Birla Institute of Technology, Mesra, Ranchi","Bio Technology (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),48221,55797,84318,93231,84318,93231,84318,93231,84318,93231,84318,101650
"Birla Institute of Technology, Mesra, Ranchi","Bio Technology (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,77686,84818,84818,94953,91369,101107,91369,102330,91369,102330,92822,113717
"Birla Institute of Technology, Mesra, Ranchi","Bio Technology (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,21411,21755,22736,23977,24117,24580,24117,24580,24117,24580,24974,26859
"Birla Institute of Technology, Mesra, Ranchi","Bio Technology (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,18651,19837,18870,28119,18870,33724,18870,33724,18870,33724,18870,33724
"Birla Institute of Technology, Mesra, Ranchi","Chemical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,6926,7620,6926,7917,7436,8094,7436,8094,7436,8094,7858,8527
"Birla Institute of Technology, Mesra, Ranchi","Chemical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,13947,17577,15082,18560,15082,19018,15082,19048,15593,19131,17242,20139
"Birla Institute of Technology, Mesra, Ranchi","Chemical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,1294,1294,1709,1709,,,,,,,,
"Birla Institute of Technology, Mesra, Ranchi","Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),45174,49373,45700,53515,45700,57928,45700,57928,45700,57928,55362,63036
"Birla Institute of Technology, Mesra, Ranchi","Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,38260,47248,38260,49382,38260,50905,38260,51086,38260,51144,38260,54554
"Birla Institute of Technology, Mesra, Ranchi","Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,2083,2083,3978,3978,,,,,,,,
